fonte_tabela,laboratorio,pagina_pdf,bloco_visual,familia,produto,design,material,indice_refracao,tratamento,treatment_group,treatment_application,transitions,transitions_cores,blue_uv,esferico_min,esferico_max,cilindrico_max,adicao_min,adicao_max,preco_tipo,preco_par_brl,nota_disponibilidade
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Crizal Easy Pro,external,não,,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Crizal Rock,external,sim,C/M/V/A/S/R/E,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Crizal Easy Pro,external,sim,C/M/V/A/S/R/E,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Crizal Rock,external,sim,C,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Crizal Easy Pro,external,sim,C,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Crizal Rock,external,não,,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,external,não,,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Crizal Rock,external,sim,C/M/V,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,external,sim,C/M/V,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Crizal Rock,external,sim,C,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,external,sim,C,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Crizal Prevencia,Crizal Prevencia,external,não,,sim,-14.00,+13.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Crizal Rock,Crizal Rock,external,não,,sim,-14.00,+13.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Crizal Easy Pro,Crizal Easy Pro,external,não,,sim,-14.00,+13.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVC,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.74,Optifog,Optifog,external,não,,sim,-14.00,+13.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Crizal Rock,external,não,,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,external,não,,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Crizal Rock,external,sim,C/M/V,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,external,sim,C/M/V,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Rock,Crizal Rock,external,sim,C,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Orma,1.50,Crizal Easy Pro,Crizal Easy Pro,external,sim,C,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Crizal Rock,external,não,,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Crizal Easy Pro,external,não,,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Crizal Rock,external,sim,C/M/V/A/S/R/E,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Crizal Easy Pro,external,sim,C/M/V/A/S/R/E,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Rock,Crizal Rock,external,sim,C,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Airwear,1.586,Crizal Easy Pro,Crizal Easy Pro,external,sim,C,sim,-10.00,+6.00,-4.00,1.00,3.50,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Crizal Rock,external,não,,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,external,não,,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Crizal Rock,external,sim,C/M/V,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,external,sim,C/M/V,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Gen S; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Rock,Crizal Rock,external,sim,C,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Pro,,Stylis,1.67,Crizal Easy Pro,Crizal Easy Pro,external,sim,C,sim,-12.00,+9.00,-4.00,1.00,4.00,absoluto,,Fit Eyecode CVP mandatorio; 4D Technology; Transitions Extractive; não disponível
PVO,Essilor,4,digital,Varilux XR Series,Varilux XR Track,,Orma,,,,,,,,,,,,,,,
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.67,Stylis,1.67,,,,nao,,sim,-10.00 a 0.00; -12.00 a -10.25,,,-2.00,absoluto,,
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City Poly,Airwear Polypower,Poly,,,,nao,,sim,-8.00,+4.00,-2.00,,absoluto,,429.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.56,,1.56,,,,nao,,sim,-6.00,+6.00,-2.00,,absoluto,,329.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,No Reflex 1.50 Transitions Gen S cinza,Orma,1.50,,,,sim,C,sim,-4.00,+4.00,-2.00,,absoluto,,649.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.67,Stylis,1.67,,,,nao,,sim,-10.00,+6.00,-2.00,,absoluto,,879.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue Poly,Airwear Polypower,Poly,,,,nao,,sim,-8.00,+4.00,-2.00,,absoluto,,319.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.56,,1.56,,,,nao,,sim,-6.00,+4.00,-2.00,,absoluto,,219.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Intro Poly,Airwear Polypower,Poly,,,,nao,,nao,-8.00,+4.00,-2.00,,absoluto,,209.00
PVC,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Intro 1.56,,1.56,,,,nao,,nao,-6.00,+6.00,-2.00,,absoluto,,109.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.67,Stylis,1.67,,,,nao,,sim,-10.00 a 0.00; -12.00 a -10.25,,,-2.00,absoluto,,
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City Poly,Airwear Polypower,Poly,,,,nao,,sim,-8.00,+4.00,-2.00,,absoluto,,175.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,City 1.56,,1.56,,,,nao,,sim,-6.00,+6.00,-2.00,,absoluto,,125.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,No Reflex 1.50 Transitions Gen S cinza,Orma,1.50,,,,sim,C,sim,-4.00,+4.00,-2.00,,absoluto,,234.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.67,Stylis,1.67,,,,nao,,sim,-10.00,+6.00,-2.00,,absoluto,,299.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue Poly,Airwear Polypower,Poly,,,,nao,,sim,-8.00,+4.00,-2.00,,absoluto,,113.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Blue 1.56,,1.56,,,,nao,,sim,-6.00,+4.00,-2.00,,absoluto,,82.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Intro Poly,Airwear Polypower,Poly,,,,nao,,nao,-8.00,+4.00,-2.00,,absoluto,,82.00
PVO,Kodak,15,Lentes Prontas,Kodak,Lentes Prontas Kodak,,Intro 1.56,,1.56,,,,nao,,nao,-6.00,+6.00,-2.00,,absoluto,,37.00
